,Name,School
280826,Anna Ashley,Air Force (W)
81415,Anna Ashley,Air Force (M)
55535,Anna Ashley,Air Force (M)
64617,Anna Ashley,Air Force (M)
257337,Anna Ashley,Air Force (W)
241407,Anna Ashley,Air Force (W)
257368,Anna Ashley,Air Force (W)
354411,Anna Baker,SUNY Oswego
275864,Anna Baker,Xavier
354470,Anna Baker,SUNY Oswego
275832,Anna Baker,Xavier
354475,Anna Baker,SUNY Oswego
30993,Anna Baker,Xavier
275710,Anna Baker,Xavier
354482,Anna Baker,SUNY Oswego
104679,Anna Baker,Xavier
354458,Anna Baker,SUNY Oswego
98132,Anna Baker,Xavier
81233,Anna Baker,Xavier
354589,Anna Baker,SUNY Oswego
354563,Anna Baker,SUNY Oswego
64404,Anna Baker,Xavier
36193,Anna Baker,Xavier
15709,Anna Baker,Xavier
354605,Anna Baker,SUNY Oswego
354433,Anna Baker,SUNY Oswego
50225,Anna Baker,Xavier
275478,Anna Baker,Xavier
55293,Anna Baker,Xavier
248684,Anna Baker,Xavier
345278,Anna Baker,SUNY Oswego
4362,Anna Baker,Xavier
112355,Anna Baker,Xavier
45601,Anna Baker,Xavier
249178,Anna Baker,Xavier
279326,Anna Baker,Xavier
236987,Anna Baker,Xavier
236956,Anna Baker,Xavier
345258,Anna Baker,SUNY Oswego
236860,Anna Baker,Xavier
279302,Anna Baker,Xavier
279293,Anna Baker,Xavier
279219,Anna Baker,Xavier
249134,Anna Baker,Xavier
249107,Anna Baker,Xavier
248930,Anna Baker,Xavier
279201,Anna Baker,Xavier
279071,Anna Baker,Xavier
236840,Anna Baker,Xavier
345244,Anna Baker,SUNY Oswego
248973,Anna Baker,Xavier
345117,Anna Baker,SUNY Oswego
345107,Anna Baker,SUNY Oswego
345094,Anna Baker,SUNY Oswego
89441,Anna Baker,Xavier
345015,Anna Baker,SUNY Oswego
345071,Anna Baker,SUNY Oswego
124162,Anna Baker,Xavier
73213,Anna Baker,Xavier
316568,Anna Curran,Brooklyn
316545,Anna Curran,Brooklyn
316542,Anna Curran,Brooklyn
261005,Anna Curran,Loyola (MD)
261167,Anna Curran,Loyola (MD)
261368,Anna Curran,Loyola (MD)
281920,Anna Curran,Loyola (MD)
55661,Anna Curran,Loyola (MD)
316548,Anna Curran,Brooklyn
261657,Anna Curran,Loyola (MD)
261708,Anna Curran,Loyola (MD)
261773,Anna Curran,Loyola (MD)
281939,Anna Curran,Loyola (MD)
261986,Anna Curran,Loyola (MD)
98397,Anna Curran,Loyola (MD)
4610,Anna Curran,Loyola (MD)
26795,Anna Curran,Loyola (MD)
272885,Anna Curran,Loyola (MD)
112688,Anna Curran,Loyola (MD)
272945,Anna Curran,Loyola (MD)
272899,Anna Curran,Loyola (MD)
89696,Anna Curran,Loyola (MD)
281721,Anna Curran,Loyola (MD)
272997,Anna Curran,Loyola (MD)
104976,Anna Curran,Loyola (MD)
243529,Anna Curran,Loyola (MD)
243599,Anna Curran,Loyola (MD)
243643,Anna Curran,Loyola (MD)
243693,Anna Curran,Loyola (MD)
281686,Anna Curran,Loyola (MD)
314972,Anna Curran,SUNY Maritime
243846,Anna Curran,Loyola (MD)
243881,Anna Curran,Loyola (MD)
316559,Anna Curran,Brooklyn
121287,Anna Curran,Loyola (MD)
244005,Anna Curran,Loyola (MD)
316554,Anna Curran,Brooklyn
316553,Anna Curran,Brooklyn
16011,Anna Curran,Loyola (MD)
316564,Anna Curran,Brooklyn
316551,Anna Curran,Brooklyn
64732,Anna Curran,Loyola (MD)
73579,Anna Curran,Loyola (MD)
81520,Anna Curran,Loyola (MD)
36505,Anna Curran,Loyola (MD)
43498,Anna Curran,Loyola (MD)
314953,Anna Curran,SUNY Maritime
272507,Anna Curran,Loyola (MD)
281256,Anna Curran,Loyola (MD)
272388,Anna Curran,Loyola (MD)
314964,Anna Curran,SUNY Maritime
281456,Anna Curran,Loyola (MD)
314927,Anna Curran,SUNY Maritime
314947,Anna Curran,SUNY Maritime
281358,Anna Curran,Loyola (MD)
286488,Anna Ervin,Houston
36462,Anna Ervin,Arkansas
246999,Anna Ervin,Houston
50291,Anna Ervin,Arkansas
246909,Anna Ervin,Houston
101129,Anna Ervin,Arkansas
269771,Anna Ervin,Houston
246775,Anna Ervin,Houston
270290,Anna Ervin,Houston
286176,Anna Ervin,Houston
124236,Anna Ervin,Arkansas
73523,Anna Ervin,Arkansas
270217,Anna Ervin,Houston
243425,Anna Ervin,Arkansas
112651,Anna Ervin,Arkansas
55612,Anna Ervin,Arkansas
243036,Anna Ervin,Arkansas
286544,Anna Ervin,Houston
247033,Anna Ervin,Houston
286228,Anna Ervin,Houston
9466,Anna Ervin,Arkansas
269850,Anna Ervin,Houston
243244,Anna Ervin,Arkansas
64680,Anna Ervin,Arkansas
243337,Anna Ervin,Arkansas
93811,Anna Ervin,Arkansas
286505,Anna Ervin,Houston
242571,Anna Ervin,Arkansas
26742,Anna Ervin,Arkansas
247047,Anna Ervin,Houston
15967,Anna Ervin,Arkansas
81476,Anna Ervin,Arkansas
246730,Anna Ervin,Houston
311764,Anna Hess,FDU-Florham
37147,Anna Hess,Little Rock
311799,Anna Hess,FDU-Florham
5165,Anna Hess,Little Rock
284076,Anna Hess,Little Rock
283881,Anna Hess,Little Rock
56459,Anna Hess,Little Rock
284201,Anna Hess,Little Rock
124438,Anna Hess,Little Rock
90217,Anna Hess,Little Rock
43831,Anna Hess,Little Rock
74327,Anna Hess,Little Rock
16653,Anna Hess,Little Rock
65446,Anna Hess,Little Rock
284101,Anna Hess,Little Rock
311721,Anna Hess,FDU-Florham
82113,Anna Hess,Little Rock
284239,Anna Hess,Little Rock
325710,Anna Hess,FDU-Florham
27493,Anna Hess,Little Rock
283945,Anna Hess,Little Rock
311572,Anna Hess,FDU-Florham
101325,Anna Hess,Little Rock
113336,Anna Hess,Little Rock
105620,Anna Hess,Little Rock
325780,Anna Hess,FDU-Florham
311600,Anna Hess,FDU-Florham
265523,Anna Kalandadze,Penn
253199,Anna Kalandadze,Penn
265566,Anna Kalandadze,Penn
265489,Anna Kalandadze,Penn
72540,Anna Kalandadze,California
229838,Anna Kalandadze,California
283567,Anna Kalandadze,Penn
20227,Anna Kalandadze,California
253273,Anna Kalandadze,Penn
253236,Anna Kalandadze,Penn
229666,Anna Kalandadze,California
42955,Anna Kalandadze,California
80670,Anna Kalandadze,California
97568,Anna Kalandadze,California
120379,Anna Kalandadze,California
229405,Anna Kalandadze,California
8854,Anna Kalandadze,California
93339,Anna Kalandadze,California
116409,Anna Kalandadze,California
283630,Anna Kalandadze,Penn
229433,Anna Kalandadze,California
283620,Anna Kalandadze,Penn
35535,Anna Kalandadze,California
265586,Anna Kalandadze,Penn
229455,Anna Kalandadze,California
229482,Anna Kalandadze,California
229345,Anna Kalandadze,California
229506,Anna Kalandadze,California
265877,Anna Kalandadze,Penn
47968,Anna Kalandadze,California
253297,Anna Kalandadze,Penn
283542,Anna Kalandadze,Penn
283843,Anna Kalandadze,Penn
283594,Anna Kalandadze,Penn
25732,Anna Kalandadze,California
355881,Anna Lee,Wheaton IL
227650,Anna Lee,UC Davis
227696,Anna Lee,UC Davis
268309,Anna Lee,UC Davis
267951,Anna Lee,UC Davis
227826,Anna Lee,UC Davis
228037,Anna Lee,UC Davis
267873,Anna Lee,UC Davis
227609,Anna Lee,UC Davis
227933,Anna Lee,UC Davis
227733,Anna Lee,UC Davis
227758,Anna Lee,UC Davis
227890,Anna Lee,UC Davis
267796,Anna Lee,UC Davis
355992,Anna Lee,Wheaton IL
356033,Anna Lee,Wheaton IL
356006,Anna Lee,Wheaton IL
115534,Anna Lee,Wheaton IL
18994,Anna Lee,Wheaton IL
39084,Anna Lee,Wheaton IL
10807,Anna Lee,Wheaton IL
58657,Anna Lee,Wheaton IL
107015,Anna Lee,Wheaton IL
94829,Anna Lee,Wheaton IL
44710,Anna Lee,Wheaton IL
76428,Anna Lee,Wheaton IL
240710,Anna Lee,UC Davis
240656,Anna Lee,UC Davis
240886,Anna Lee,UC Davis
123246,Anna Lee,Wheaton IL
29745,Anna Lee,Wheaton IL
268507,Anna Lee,UC Davis
268442,Anna Lee,UC Davis
83617,Anna Lee,Wheaton IL
255997,Anna Lee,UC Davis
256475,Anna Lee,UC Davis
100203,Anna Lee,Wheaton IL
255913,Anna Lee,UC Davis
256403,Anna Lee,UC Davis
255838,Anna Lee,UC Davis
355853,Anna Lee,Wheaton IL
268348,Anna Lee,UC Davis
67187,Anna Lee,Wheaton IL
355829,Anna Lee,Wheaton IL
268412,Anna Lee,UC Davis
240614,Anna Lee,UC Davis
225821,Anna Liu,Wis.- Green Bay
225853,Anna Liu,Wis.- Green Bay
3496,Anna Liu,Wis.- Green Bay
355676,Anna Liu,Swarthmore
226069,Anna Liu,Wis.- Green Bay
72159,Anna Liu,Wis.- Green Bay
239227,Anna Liu,Wis.- Green Bay
225891,Anna Liu,Wis.- Green Bay
355625,Anna Liu,Swarthmore
63325,Anna Liu,Wis.- Green Bay
238967,Anna Liu,Wis.- Green Bay
111168,Anna Liu,Wis.- Green Bay
35175,Anna Liu,Wis.- Green Bay
239011,Anna Liu,Wis.- Green Bay
88446,Anna Liu,Wis.- Green Bay
25340,Anna Liu,Wis.- Green Bay
54080,Anna Liu,Wis.- Green Bay
355563,Anna Liu,Swarthmore
355393,Anna Liu,Swarthmore
14593,Anna Liu,Wis.- Green Bay
355521,Anna Liu,Swarthmore
355538,Anna Liu,Swarthmore
355447,Anna Liu,Swarthmore
267344,Anna Lucas,Missouri St (W)
267283,Anna Lucas,Missouri St (W)
40216,Anna Lucas,Missouri St. (M)
267206,Anna Lucas,Missouri St (W)
55474,Anna Lucas,Missouri St. (M)
73396,Anna Lucas,Missouri St. (M)
121141,Anna Lucas,Missouri St. (M)
267128,Anna Lucas,Missouri St (W)
240217,Anna Lucas,Missouri St (W)
20566,Anna Lucas,Missouri St. (M)
240257,Anna Lucas,Missouri St (W)
283986,Anna Lucas,Missouri St (W)
255265,Anna Lucas,Missouri St (W)
26623,Anna Lucas,Missouri St. (M)
240307,Anna Lucas,Missouri St (W)
81377,Anna Lucas,Missouri St. (M)
104839,Anna Lucas,Missouri St. (M)
283877,Anna Lucas,Missouri St (W)
283929,Anna Lucas,Missouri St (W)
9384,Anna Lucas,Missouri St. (M)
89564,Anna Lucas,Missouri St. (M)
255107,Anna Lucas,Missouri St (W)
112527,Anna Lucas,Missouri St. (M)
255187,Anna Lucas,Missouri St (W)
68199,Anna Lucas,Missouri St. (M)
284024,Anna Lucas,Missouri St (W)
246244,Anna Metzler,New Hampshire
224765,Anna Metzler,New Hampshire
277754,Anna Metzler,Florida St
224741,Anna Metzler,New Hampshire
224707,Anna Metzler,New Hampshire
224668,Anna Metzler,New Hampshire
246591,Anna Metzler,New Hampshire
224820,Anna Metzler,New Hampshire
224838,Anna Metzler,New Hampshire
224953,Anna Metzler,New Hampshire
246551,Anna Metzler,New Hampshire
224983,Anna Metzler,New Hampshire
225010,Anna Metzler,New Hampshire
30601,Anna Metzler,New Hampshire
123920,Anna Metzler,New Hampshire
246626,Anna Metzler,New Hampshire
246641,Anna Metzler,New Hampshire
277949,Anna Metzler,Florida St
246688,Anna Metzler,New Hampshire
278030,Anna Metzler,Florida St
278012,Anna Metzler,Florida St
224892,Anna Metzler,New Hampshire
246511,Anna Metzler,New Hampshire
278169,Anna Metzler,Florida St
278177,Anna Metzler,Florida St
246308,Anna Metzler,New Hampshire
278252,Anna Metzler,Florida St
246336,Anna Metzler,New Hampshire
235683,Anna Metzler,New Hampshire
235667,Anna Metzler,New Hampshire
8556,Anna Metzler,New Hampshire
235460,Anna Metzler,New Hampshire
20096,Anna Metzler,New Hampshire
39860,Anna Metzler,New Hampshire
278191,Anna Metzler,Florida St
246386,Anna Metzler,New Hampshire
246188,Anna Metzler,New Hampshire
277666,Anna Metzler,Florida St
246412,Anna Metzler,New Hampshire
246449,Anna Metzler,New Hampshire
246490,Anna Metzler,New Hampshire
116322,Anna Metzler,New Hampshire
302068,Anna Miller,UNC- Pembroke
302160,Anna Miller,UNC- Pembroke
302218,Anna Miller,UNC- Pembroke
346646,Anna Miller,Washington
3623,Anna Miller,Missouri St. (M)
103995,Anna Miller,Missouri St. (M)
255628,Anna Miller,Missouri St (W)
346615,Anna Miller,Washington
302083,Anna Miller,UNC- Pembroke
302172,Anna Miller,UNC- Pembroke
292161,Anna Miller,UNC- Pembroke
292127,Anna Miller,UNC- Pembroke
255181,Anna Miller,Missouri St (W)
292109,Anna Miller,UNC- Pembroke
120199,Anna Miller,Missouri St. (M)
346314,Anna Miller,Washington
255100,Anna Miller,Missouri St (W)
302094,Anna Miller,UNC- Pembroke
292088,Anna Miller,UNC- Pembroke
25505,Anna Miller,Missouri St. (M)
292152,Anna Miller,UNC- Pembroke
346750,Anna Miller,Washington
255263,Anna Miller,Missouri St (W)
346378,Anna Miller,Washington
292143,Anna Miller,UNC- Pembroke
14763,Anna Miller,Missouri St. (M)
47871,Anna Miller,Missouri St. (M)
295585,Anna Miller,UNC- Pembroke
240212,Anna Miller,Missouri St (W)
292217,Anna Miller,UNC- Pembroke
295606,Anna Miller,UNC- Pembroke
68003,Anna Miller,Missouri St. (M)
227272,Anna Miller,Missouri St (W)
295617,Anna Miller,UNC- Pembroke
295692,Anna Miller,UNC- Pembroke
227306,Anna Miller,Missouri St (W)
295705,Anna Miller,UNC- Pembroke
227345,Anna Miller,Missouri St (W)
227508,Anna Miller,Missouri St (W)
240253,Anna Miller,Missouri St (W)
322060,Anna Miller,Washington
321940,Anna Miller,Washington
80509,Anna Miller,Missouri St. (M)
295774,Anna Miller,UNC- Pembroke
45387,Anna Miller,Missouri St. (M)
292254,Anna Miller,UNC- Pembroke
292266,Anna Miller,UNC- Pembroke
321710,Anna Miller,Washington
97399,Anna Miller,Missouri St. (M)
321653,Anna Miller,Washington
54268,Anna Miller,Missouri St. (M)
111347,Anna Miller,Missouri St. (M)
72329,Anna Miller,Missouri St. (M)
295759,Anna Miller,UNC- Pembroke
292208,Anna Miller,UNC- Pembroke
39915,Anna Miller,Missouri St. (M)
88601,Anna Miller,Missouri St. (M)
240504,Anna Miller,Missouri St (W)
295558,Anna Miller,UNC- Pembroke
274756,Anna Newman,Davidson
333610,Anna Newman,Pomona-Pitzer
16154,Anna Newman,Davidson
333492,Anna Newman,Pomona-Pitzer
315416,Anna Newman,Pomona-Pitzer
315429,Anna Newman,Pomona-Pitzer
315444,Anna Newman,Pomona-Pitzer
315466,Anna Newman,Pomona-Pitzer
89821,Anna Newman,Davidson
248066,Anna Newman,Davidson
315504,Anna Newman,Pomona-Pitzer
333475,Anna Newman,Pomona-Pitzer
274916,Anna Newman,Davidson
55847,Anna Newman,Davidson
282736,Anna Newman,Davidson
247997,Anna Newman,Davidson
333435,Anna Newman,Pomona-Pitzer
315486,Anna Newman,Pomona-Pitzer
333745,Anna Newman,Pomona-Pitzer
315403,Anna Newman,Pomona-Pitzer
247879,Anna Newman,Davidson
282893,Anna Newman,Davidson
26956,Anna Newman,Davidson
48488,Anna Newman,Davidson
282709,Anna Newman,Davidson
282852,Anna Newman,Davidson
333895,Anna Newman,Pomona-Pitzer
333882,Anna Newman,Pomona-Pitzer
274713,Anna Newman,Davidson
315349,Anna Newman,Pomona-Pitzer
43576,Anna Newman,Davidson
105122,Anna Newman,Davidson
121430,Anna Newman,Davidson
315386,Anna Newman,Pomona-Pitzer
333826,Anna Newman,Pomona-Pitzer
4743,Anna Newman,Davidson
333784,Anna Newman,Pomona-Pitzer
315366,Anna Newman,Pomona-Pitzer
68271,Anna Newman,Davidson
101178,Anna Newman,Davidson
315523,Anna Newman,Pomona-Pitzer
112834,Anna Newman,Davidson
315575,Anna Newman,Pomona-Pitzer
315552,Anna Newman,Pomona-Pitzer
40339,Anna Newman,Davidson
81650,Anna Newman,Davidson
315537,Anna Newman,Pomona-Pitzer
333272,Anna Newman,Pomona-Pitzer
247309,Anna Newman,Davidson
73758,Anna Newman,Davidson
274975,Anna Newman,Davidson
247813,Anna Newman,Davidson
247756,Anna Newman,Davidson
315581,Anna Newman,Pomona-Pitzer
112379,Anna Peshenko,Indiana
9281,Anna Peshenko,Indiana
237110,Anna Peshenko,Indiana
348549,Anna Peshenko,RIT
324448,Anna Peshenko,RIT
336506,Anna Peshenko,RIT
324508,Anna Peshenko,RIT
336441,Anna Peshenko,RIT
36216,Anna Peshenko,Indiana
336371,Anna Peshenko,RIT
348518,Anna Peshenko,RIT
324147,Anna Peshenko,RIT
336711,Anna Peshenko,RIT
336790,Anna Peshenko,RIT
336829,Anna Peshenko,RIT
336869,Anna Peshenko,RIT
45611,Anna Peshenko,Indiana
48292,Anna Peshenko,Indiana
348684,Anna Peshenko,RIT
348561,Anna Peshenko,RIT
26464,Anna Peshenko,Indiana
348586,Anna Peshenko,RIT
64427,Anna Peshenko,Indiana
55315,Anna Peshenko,Indiana
324097,Anna Peshenko,RIT
336745,Anna Peshenko,RIT
336908,Anna Peshenko,RIT
348627,Anna Peshenko,RIT
324416,Anna Peshenko,RIT
348433,Anna Peshenko,RIT
348657,Anna Peshenko,RIT
348675,Anna Peshenko,RIT
89458,Anna Peshenko,Indiana
348360,Anna Peshenko,RIT
104701,Anna Peshenko,Indiana
324604,Anna Peshenko,RIT
98154,Anna Peshenko,Indiana
15731,Anna Peshenko,Indiana
348716,Anna Peshenko,RIT
324563,Anna Peshenko,RIT
81250,Anna Peshenko,Indiana
73235,Anna Peshenko,Indiana
123380,Anna Peshenko,Indiana
348492,Anna Peshenko,RIT
14603,Anna Scovill,Illinois Chicago (W)
252779,Anna Scovill,Illinois-Chicago
111178,Anna Scovill,Illinois Chicago (W)
252441,Anna Scovill,Illinois-Chicago
225866,Anna Scovill,Illinois-Chicago
239169,Anna Scovill,Illinois-Chicago
97281,Anna Scovill,Illinois Chicago (W)
239139,Anna Scovill,Illinois-Chicago
226088,Anna Scovill,Illinois-Chicago
239019,Anna Scovill,Illinois-Chicago
72169,Anna Scovill,Illinois Chicago (W)
252695,Anna Scovill,Illinois-Chicago
88455,Anna Scovill,Illinois Chicago (W)
25350,Anna Scovill,Illinois Chicago (W)
239121,Anna Scovill,Illinois-Chicago
226012,Anna Scovill,Illinois-Chicago
252730,Anna Scovill,Illinois-Chicago
252921,Anna Scovill,Illinois-Chicago
252516,Anna Scovill,Illinois-Chicago
225984,Anna Scovill,Illinois-Chicago
225968,Anna Scovill,Illinois-Chicago
103888,Anna Scovill,Illinois Chicago (W)
3505,Anna Scovill,Illinois Chicago (W)
54089,Anna Scovill,Illinois Chicago (W)
225834,Anna Scovill,Illinois-Chicago
238993,Anna Scovill,Illinois-Chicago
30670,Anna Stephan,Eastern Mich
255144,Anna Stephan,SIUC (W)
72320,Anna Stephan,Eastern Mich
47865,Anna Stephan,Eastern Mich
255236,Anna Stephan,SIUC (W)
35318,Anna Stephan,Eastern Mich
240543,Anna Stephan,SIUC (W)
240274,Anna Stephan,SIUC (W)
226979,Anna Stephan,Eastern Mich
227014,Anna Stephan,Eastern Mich
63472,Anna Stephan,Eastern Mich
54258,Anna Stephan,Eastern Mich
3615,Anna Stephan,Eastern Mich
255725,Anna Stephan,SIUC (W)
255701,Anna Stephan,SIUC (W)
255653,Anna Stephan,SIUC (W)
97390,Anna Stephan,Eastern Mich
227166,Anna Stephan,Eastern Mich
14754,Anna Stephan,Eastern Mich
120191,Anna Stephan,Eastern Mich
227194,Anna Stephan,Eastern Mich
240320,Anna Stephan,SIUC (W)
111338,Anna Stephan,Eastern Mich
240369,Anna Stephan,SIUC (W)
103989,Anna Stephan,Eastern Mich
42830,Anna Stephan,Eastern Mich
240511,Anna Stephan,SIUC (W)
240609,Anna Stephan,SIUC (W)
93257,Anna Stephan,Eastern Mich
5572,Anna Tindall,Oklahoma Baptist
309413,Anna Tindall,Augustana (W)
90609,Anna Tindall,Oklahoma Baptist
309407,Anna Tindall,Augustana (W)
298698,Anna Tindall,Augustana (W)
21134,Anna Tindall,Oklahoma Baptist
82393,Anna Tindall,Oklahoma Baptist
56865,Anna Tindall,Oklahoma Baptist
77616,Anna Tindall,Oklahoma Baptist
309440,Anna Tindall,Augustana (W)
304405,Anna Tindall,Augustana (W)
65774,Anna Tindall,Oklahoma Baptist
309459,Anna Tindall,Augustana (W)
113766,Anna Tindall,Oklahoma Baptist
99196,Anna Tindall,Oklahoma Baptist
37527,Anna Tindall,Oklahoma Baptist
304497,Anna Tindall,Augustana (W)
309226,Anna Tindall,Augustana (W)
309335,Anna Tindall,Augustana (W)
298792,Anna Tindall,Augustana (W)
122148,Anna Tindall,Oklahoma Baptist
304707,Anna Tindall,Augustana (W)
298830,Anna Tindall,Augustana (W)
298881,Anna Tindall,Augustana (W)
294821,Anna Tindall,Oklahoma Baptist
298907,Anna Tindall,Augustana (W)
294838,Anna Tindall,Oklahoma Baptist
294897,Anna Tindall,Oklahoma Baptist
304720,Anna Tindall,Augustana (W)
298515,Anna Tindall,Augustana (W)
304758,Anna Tindall,Augustana (W)
304788,Anna Tindall,Augustana (W)
294919,Anna Tindall,Oklahoma Baptist
309355,Anna Tindall,Augustana (W)
304684,Anna Tindall,Augustana (W)
27925,Anna Tindall,Oklahoma Baptist
298973,Anna Tindall,Augustana (W)
294618,Anna Tindall,Oklahoma Baptist
46047,Anna Tindall,Oklahoma Baptist
304633,Anna Tindall,Augustana (W)
304602,Anna Tindall,Augustana (W)
304566,Anna Tindall,Augustana (W)
304540,Anna Tindall,Augustana (W)
309148,Anna Tindall,Augustana (W)
309182,Anna Tindall,Augustana (W)
298740,Anna Tindall,Augustana (W)
309291,Anna Tindall,Augustana (W)
294650,Anna Tindall,Oklahoma Baptist
299012,Anna Tindall,Augustana (W)
15387,Anna Turner,Villanova
35881,Anna Turner,Villanova
232756,Anna Turner,Villanova
261299,Anna Turner,Holy Cross
72883,Anna Turner,Villanova
243956,Anna Turner,Holy Cross
243694,Anna Turner,Holy Cross
261387,Anna Turner,Holy Cross
232812,Anna Turner,Villanova
9058,Anna Turner,Villanova
273126,Anna Turner,Holy Cross
232842,Anna Turner,Villanova
232855,Anna Turner,Villanova
50153,Anna Turner,Villanova
26098,Anna Turner,Villanova
261262,Anna Turner,Holy Cross
232977,Anna Turner,Villanova
232997,Anna Turner,Villanova
54931,Anna Turner,Villanova
261422,Anna Turner,Holy Cross
261936,Anna Turner,Holy Cross
232781,Anna Turner,Villanova
43151,Anna Turner,Villanova
104403,Anna Turner,Villanova
272622,Anna Turner,Holy Cross
89156,Anna Turner,Villanova
232723,Anna Turner,Villanova
261138,Anna Turner,Holy Cross
64069,Anna Turner,Villanova
272494,Anna Turner,Holy Cross
272550,Anna Turner,Holy Cross
112014,Anna Turner,Villanova
272671,Anna Turner,Holy Cross
272709,Anna Turner,Holy Cross
262114,Anna Turner,Holy Cross
120691,Anna Turner,Villanova
80957,Anna Turner,Villanova
97836,Anna Turner,Villanova
113121,Anna Weber,Pacific
325540,Anna Weber,Calvin
311310,Anna Weber,Calvin
311242,Anna Weber,Calvin
81908,Anna Weber,Pacific
27250,Anna Weber,Pacific
311348,Anna Weber,Calvin
74072,Anna Weber,Pacific
311450,Anna Weber,Calvin
105397,Anna Weber,Pacific
311469,Anna Weber,Calvin
325610,Anna Weber,Calvin
311277,Anna Weber,Calvin
56180,Anna Weber,Pacific
325577,Anna Weber,Calvin
65198,Anna Weber,Pacific
325267,Anna Weber,Calvin
40445,Anna Weber,Pacific
45875,Anna Weber,Pacific
98763,Anna Weber,Pacific
9797,Anna Weber,Pacific
256311,Anna Weber,Pacific
256366,Anna Weber,Pacific
317616,Anna Weber,Calvin
256460,Anna Weber,Pacific
256521,Anna Weber,Pacific
317655,Anna Weber,Calvin
256601,Anna Weber,Pacific
317837,Anna Weber,Calvin
317856,Anna Weber,Calvin
94152,Anna Weber,Pacific
124353,Anna Weber,Pacific
20900,Anna Weber,Pacific
325114,Anna Weber,Calvin
325193,Anna Weber,Calvin
317702,Anna Weber,Calvin
